year,parent_entity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_emissions_MtCO2e
1954,Kiewit Mining Group,3.67135279,Million tonnes/yr,6.660375299,0.00E+00,0.00E+00,0.752418035,0.026872073,7.412793334
1955,Kiewit Mining Group,0.430828671,Million tonnes/yr,0.51840613,0.00E+00,0.00E+00,0.058563985,0.002091571,0.576970115
1955,Kiewit Mining Group,3.753939458,Million tonnes/yr,6.810199692,0.00E+00,0.00E+00,0.769343594,0.027476557,7.579543286
1956,Kiewit Mining Group,0.440520113,Million tonnes/yr,0.530067617,0.00E+00,0.00E+00,0.059881376,0.002138621,0.589948993
1956,Kiewit Mining Group,3.838383904,Million tonnes/yr,6.963394369,0.00E+00,0.00E+00,0.786649892,0.028094639,7.75004426
1957,Kiewit Mining Group,0.450429564,Million tonnes/yr,0.541991428,0.00E+00,0.00E+00,0.0612284,0.002186729,0.603219829
1957,Kiewit Mining Group,3.924727918,Million tonnes/yr,7.12003514,0.00E+00,0.00E+00,0.804345493,0.028726625,7.924380633
1958,Kiewit Mining Group,0.460561926,Million tonnes/yr,0.554183464,0.00E+00,0.00E+00,0.062605726,0.002235919,0.616789191
1958,Kiewit Mining Group,4.013014231,Million tonnes/yr,7.28019953,0.00E+00,0.00E+00,0.822439154,0.029372827,8.102638684
1959,Kiewit Mining Group,0.470922215,Million tonnes/yr,0.566649759,0.00E+00,0.00E+00,0.064014035,0.002286216,0.630663794
1959,Kiewit Mining Group,4.103286535,Million tonnes/yr,7.443966801,0.00E+00,0.00E+00,0.84093983,0.030033565,8.284906631
1960,Kiewit Mining Group,0.481515558,Million tonnes/yr,0.579396482,0.00E+00,0.00E+00,0.065454024,0.002337644,0.644850506
1960,Kiewit Mining Group,4.195589505,Million tonnes/yr,7.611417997,0.00E+00,0.00E+00,0.859856677,0.030709167,8.471274674
1961,Kiewit Mining Group,0.492347195,Million tonnes/yr,0.59242994,0.00E+00,0.00E+00,0.066926405,0.002390229,0.659356345
1961,Kiewit Mining Group,4.289968818,Million tonnes/yr,7.782635987,0.00E+00,0.00E+00,0.879199056,0.031399966,8.661835044
1962,Kiewit Mining Group,0.50342249,Million tonnes/yr,0.605756586,0.00E+00,0.00E+00,0.068431907,0.002443997,0.674188492
1962,Kiewit Mining Group,4.386471184,Million tonnes/yr,7.957705508,0.00E+00,0.00E+00,0.89897654,0.032106305,8.856682049
1963,Kiewit Mining Group,0.514746923,Million tonnes/yr,0.619383012,0.00E+00,0.00E+00,0.069971275,0.002498974,0.689354287
1963,Kiewit Mining Group,4.48514436,Million tonnes/yr,8.136713199,0.00E+00,0.00E+00,0.919198916,0.032828533,9.055912116
1964,Kiewit Mining Group,0.526326096,Million tonnes/yr,0.633315963,0.00E+00,0.00E+00,0.07154527,0.002555188,0.704861233
1964,Kiewit Mining Group,4.586037178,Million tonnes/yr,8.319747647,0.00E+00,0.00E+00,0.939876193,0.033567007,9.25962384
1965,Kiewit Mining Group,0.538165743,Million tonnes/yr,0.647562334,0.00E+00,0.00E+00,0.073154673,0.002612667,0.720717007
1965,Kiewit Mining Group,4.689199569,Million tonnes/yr,8.506899436,0.00E+00,0.00E+00,0.961018602,0.034322093,9.467918038
1966,Kiewit Mining Group,0.550271721,Million tonnes/yr,0.662129176,0.00E+00,0.00E+00,0.074800279,0.002671439,0.736929456
1966,Kiewit Mining Group,4.794682586,Million tonnes/yr,8.698261181,0.00E+00,0.00E+00,0.982636607,0.035094165,9.680897789
1967,Kiewit Mining Group,0.562650021,Million tonnes/yr,0.677023697,0.00E+00,0.00E+00,0.076482903,0.002731532,0.7535066
1967,Kiewit Mining Group,4.902538431,Million tonnes/yr,8.893927588,0.00E+00,0.00E+00,1.004740907,0.035883604,9.898668495
1968,Kiewit Mining Group,0.575306771,Million tonnes/yr,0.69225327,0.00E+00,0.00E+00,0.078203378,0.002792978,0.770456647
1968,Kiewit Mining Group,5.012820482,Million tonnes/yr,9.093995489,0.00E+00,0.00E+00,1.027342441,0.036690801,10.12133793
1969,Kiewit Mining Group,0.588248231,Million tonnes/yr,0.707825429,0.00E+00,0.00E+00,0.079962554,0.002855805,0.787787982
1969,Kiewit Mining Group,5.125583314,Million tonnes/yr,9.298563894,0.00E+00,0.00E+00,1.050452394,0.037516157,10.34901629
1970,Kiewit Mining Group,0.601480809,Million tonnes/yr,0.723747882,0.00E+00,0.00E+00,0.081761303,0.002920047,0.805509185
1970,Kiewit Mining Group,5.240882734,Million tonnes/yr,9.507734043,0.00E+00,0.00E+00,1.074082202,0.038360079,10.58181625
1971,Kiewit Mining Group,0.615011052,Million tonnes/yr,0.74002851,0.00E+00,0.00E+00,0.083600514,0.002985733,0.823629023
1971,Kiewit Mining Group,5.358775803,Million tonnes/yr,9.721609452,0.00E+00,0.00E+00,1.098243561,0.039222984,10.81985301
1972,Kiewit Mining Group,0.628845656,Million tonnes/yr,0.756675367,0.00E+00,0.00E+00,0.085481098,0.003052896,0.842156465
1972,Kiewit Mining Group,5.479320861,Million tonnes/yr,9.940295963,0.00E+00,0.00E+00,1.122948426,0.040105301,11.06324439
1973,Kiewit Mining Group,0.642991469,Million tonnes/yr,0.773696695,0.00E+00,0.00E+00,0.087403986,0.003121571,0.86110068
1973,Kiewit Mining Group,5.602577568,Million tonnes/yr,10.1639018,0.00E+00,0.00E+00,1.148209024,0.041007465,11.31211083
1974,Kiewit Mining Group,0.65745549,Million tonnes/yr,0.791100915,0.00E+00,0.00E+00,0.089370128,0.00319179,0.880471043
1974,Kiewit Mining Group,5.72860692,Million tonnes/yr,10.39253763,0.00E+00,0.00E+00,1.174037857,0.041929923,11.56657549
1975,Kiewit Mining Group,0.672244877,Million tonnes/yr,0.808896641,0.00E+00,0.00E+00,0.091380499,0.003263589,0.900277141
1975,Kiewit Mining Group,5.857471289,Million tonnes/yr,10.6263166,0.00E+00,0.00E+00,1.200447707,0.042873132,11.8267643
1976,Kiewit Mining Group,0.68736695,Million tonnes/yr,0.82709268,0.00E+00,0.00E+00,0.093436094,0.003337003,0.920528774
1976,Kiewit Mining Group,5.989234447,Million tonnes/yr,10.86535439,0.00E+00,0.00E+00,1.227451643,0.043837559,12.09280604
1977,Kiewit Mining Group,0.702829193,Million tonnes/yr,0.845698037,0.00E+00,0.00E+00,0.095537928,0.003412069,0.941235965
1977,Kiewit Mining Group,6.123961602,Million tonnes/yr,11.10976932,0.00E+00,0.00E+00,1.25506303,0.04482368,12.36483235
1978,Kiewit Mining Group,0.718639256,Million tonnes/yr,0.864721919,0.00E+00,0.00E+00,0.097687043,0.003488823,0.962408962
1978,Kiewit Mining Group,6.261719429,Million tonnes/yr,11.35968233,0.00E+00,0.00E+00,1.283295531,0.045831983,12.64297786
1979,Kiewit Mining Group,0.734804965,Million tonnes/yr,0.884173741,0.00E+00,0.00E+00,0.099884502,0.003567304,0.984058243
1979,Kiewit Mining Group,6.402576103,Million tonnes/yr,11.6152171,0.00E+00,0.00E+00,1.31216312,0.046862969,12.92738022
1980,Kiewit Mining Group,0.75133432,Million tonnes/yr,0.90406313,0.00E+00,0.00E+00,0.102131393,0.00364755,1.006194523
1980,Kiewit Mining Group,6.546601332,Million tonnes/yr,11.87650011,0.00E+00,0.00E+00,1.341680082,0.047917146,13.21818019
1981,Kiewit Mining Group,0.768235501,Million tonnes/yr,0.924399929,0.00E+00,0.00E+00,0.104428827,0.003729601,1.028828756
1981,Kiewit Mining Group,6.693866394,Million tonnes/yr,12.14366064,0.00E+00,0.00E+00,1.371861024,0.048995037,13.51552167
1982,Kiewit Mining Group,0.785516872,Million tonnes/yr,0.945194201,0.00E+00,0.00E+00,0.106777941,0.003813498,1.051972142
1982,Kiewit Mining Group,6.844444165,Million tonnes/yr,12.41683092,0.00E+00,0.00E+00,1.402720884,0.050097174,13.8195518
1983,Kiewit Mining Group,0.803186986,Million tonnes/yr,0.966456239,0.00E+00,0.00E+00,0.109179899,0.003899282,1.075636138
1983,Kiewit Mining Group,6.998409167,Million tonnes/yr,12.69614614,0.00E+00,0.00E+00,1.434274932,0.051224105,14.13042107
1984,Kiewit Mining Group,0.821254587,Million tonnes/yr,0.988196563,0.00E+00,0.00E+00,0.111635889,0.003986996,1.099832451
1984,Kiewit Mining Group,7.155837594,Million tonnes/yr,12.98174452,0.00E+00,0.00E+00,1.466538786,0.052376385,14.4482833
1985,Kiewit Mining Group,0.839728617,Million tonnes/yr,1.010425933,0.00E+00,0.00E+00,0.114147126,0.004076683,1.124573059
1985,Kiewit Mining Group,7.316807355,Million tonnes/yr,13.2737674,0.00E+00,0.00E+00,1.49952841,0.053554586,14.77329581
1986,Kiewit Mining Group,0.858618218,Million tonnes/yr,1.033155351,0.00E+00,0.00E+00,0.116714852,0.004168388,1.149870203
1986,Kiewit Mining Group,7.481398114,Million tonnes/yr,13.5723593,0.00E+00,0.00E+00,1.533260133,0.05475929,15.10561944
1987,Kiewit Mining Group,0.877932738,Million tonnes/yr,1.056396065,0.00E+00,0.00E+00,0.11934034,0.004262155,1.175736405
1987,Kiewit Mining Group,7.649691323,Million tonnes/yr,13.877668,0.00E+00,0.00E+00,1.567750648,0.055991095,15.44541865
1988,Kiewit Mining Group,1.678345883,Million tonnes/yr,2.019514604,0.00E+00,0.00E+00,0.228143181,0.008147971,2.247657786
1988,Kiewit Mining Group,14.62393117,Million tonnes/yr,26.52996743,0.00E+00,0.00E+00,2.997072248,0.107038295,29.52703968
1989,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1989,Kiewit Mining Group,12.60999728,Million tonnes/yr,22.8763944,0.00E+00,0.00E+00,2.584330605,0.092297522,25.460725
1990,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1990,Kiewit Mining Group,12.70071669,Million tonnes/yr,23.04097278,0.00E+00,0.00E+00,2.602922911,0.092961533,25.64389569
1991,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1991,Kiewit Mining Group,13.42647193,Million tonnes/yr,24.35759979,0.00E+00,0.00E+00,2.751661364,0.09827362,27.10926116
1992,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1992,Kiewit Mining Group,16.6016511,Million tonnes/yr,30.11784299,0.00E+00,0.00E+00,3.402392091,0.121514003,33.52023508
1993,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1993,Kiewit Mining Group,11.97496145,Million tonnes/yr,21.72434576,0.00E+00,0.00E+00,2.454184459,0.087649445,24.17853022
1994,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1994,Kiewit Mining Group,11.97496145,Million tonnes/yr,21.72434576,0.00E+00,0.00E+00,2.454184459,0.087649445,24.17853022
1995,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1995,Kiewit Mining Group,11.33992561,Million tonnes/yr,20.57229712,0.00E+00,0.00E+00,2.324038314,0.083001368,22.89633544
1996,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1996,Kiewit Mining Group,11.97496145,Million tonnes/yr,21.72434576,0.00E+00,0.00E+00,2.454184459,0.087649445,24.17853022
1997,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1997,Kiewit Mining Group,12.24711966,Million tonnes/yr,22.21808089,0.00E+00,0.00E+00,2.509961379,0.089641478,24.72804227
1998,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1998,Kiewit Mining Group,11.79352264,Million tonnes/yr,21.39518901,0.00E+00,0.00E+00,2.416999846,0.086321423,23.81218885
1999,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
1999,Kiewit Mining Group,12.42855847,Million tonnes/yr,22.54723765,0.00E+00,0.00E+00,2.547145992,0.0909695,25.09438364
2000,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2000,Kiewit Mining Group,12.06568085,Million tonnes/yr,21.88892414,0.00E+00,0.00E+00,2.472776766,0.088313456,24.3617009
2001,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2001,Kiewit Mining Group,11.88424204,Million tonnes/yr,21.55976738,0.00E+00,0.00E+00,2.435592153,0.086985434,23.99535954
2002,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2002,Kiewit Mining Group,11.79352264,Million tonnes/yr,21.39518901,0.00E+00,0.00E+00,2.416999846,0.086321423,23.81218885
2003,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2003,Kiewit Mining Group,10.06985394,Million tonnes/yr,18.26819984,0.00E+00,0.00E+00,2.063746023,0.073705215,20.33194587
2004,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2004,Kiewit Mining Group,25.8550304,Million tonnes/yr,46.90483744,0.00E+00,0.00E+00,5.298807356,0.18924312,52.20364479
2005,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2005,Kiewit Mining Group,24.40351992,Million tonnes/yr,44.27158341,0.00E+00,0.00E+00,5.001330451,0.178618945,49.27291386
2006,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2006,Kiewit Mining Group,18.80794702,Million tonnes/yr,34.12038911,0.00E+00,0.00E+00,3.854556986,0.137662749,37.9749461
2007,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2007,Kiewit Mining Group,32.20538874,Million tonnes/yr,58.42532383,0.00E+00,0.00E+00,6.600268811,0.235723886,65.02559264
2008,Kiewit Mining Group,1.814388098,Million tonnes/yr,2.183211041,0.00E+00,0.00E+00,0.246635856,0.008808423,2.429846897
2008,Kiewit Mining Group,30.02812302,Million tonnes/yr,54.47544278,0.00E+00,0.00E+00,6.154053455,0.219787623,60.62949623
2009,Kiewit Mining Group,3.119463131,Million tonnes/yr,3.753577505,0.00E+00,0.00E+00,0.42403908,0.015144253,4.177616585
2009,Kiewit Mining Group,27.1808181,Million tonnes/yr,49.31001183,0.00E+00,0.00E+00,5.570518259,0.198947081,54.88053008
2010,Kiewit Mining Group,3.128802842,Million tonnes/yr,3.764815762,0.00E+00,0.00E+00,0.425308658,0.015189595,4.19012442
2010,Kiewit Mining Group,27.2621978,Million tonnes/yr,49.4576466,0.00E+00,0.00E+00,5.587196457,0.199542731,55.04484305
2011,Kiewit Mining Group,2.801912993,Million tonnes/yr,3.371476801,0.00E+00,0.00E+00,0.380873425,0.013602622,3.752350226
2011,Kiewit Mining Group,24.41390848,Million tonnes/yr,44.29042979,0.00E+00,0.00E+00,5.003459514,0.178694983,49.2938893
2012,Kiewit Mining Group,2.122449091,Million tonnes/yr,2.553893677,0.00E+00,0.00E+00,0.288511619,0.010303986,2.842405296
2012,Kiewit Mining Group,18.49353567,Million tonnes/yr,33.55000057,0.00E+00,0.00E+00,3.790120582,0.135361449,37.34012115
2013,Kiewit Mining Group,1.859442859,Million tonnes/yr,2.237424388,0.00E+00,0.00E+00,0.2527603,0.009027154,2.490184689
2013,Kiewit Mining Group,16.20188347,Million tonnes/yr,29.39260556,0.00E+00,0.00E+00,3.320462516,0.118587947,32.71306807
2014,Kiewit Mining Group,1.642948382,Million tonnes/yr,1.976921614,0.00E+00,0.00E+00,0.223331481,0.007976124,2.200253095
2014,Kiewit Mining Group,14.31550213,Million tonnes/yr,25.97043168,0.00E+00,0.00E+00,2.933861877,0.104780781,28.90429356
2015,Kiewit Mining Group,1.516862297,Million tonnes/yr,1.825205158,0.00E+00,0.00E+00,0.206192176,0.007364006,2.031397335
2015,Kiewit Mining Group,13.21687625,Million tonnes/yr,23.97736234,0.00E+00,0.00E+00,2.708706199,0.096739507,26.68606854
2016,Kiewit Mining Group,1.123660507,Million tonnes/yr,1.35207458,0.00E+00,0.00E+00,0.152742939,0.005455105,1.504817519
2016,Kiewit Mining Group,9.790791093,Million tonnes/yr,17.76193869,0.00E+00,0.00E+00,2.006554046,0.071662645,19.76849273
2017,Kiewit Mining Group,1.828808611,Million tonnes/yr,2.200562909,0.00E+00,0.00E+00,0.248596084,0.008878432,2.449158993
2017,Kiewit Mining Group,15.93495806,Million tonnes/yr,28.90836352,0.00E+00,0.00E+00,3.265758025,0.116634215,32.17412155
2018,Kiewit Mining Group,1.729340699,Million tonnes/yr,2.080875482,0.00E+00,0.00E+00,0.235075078,0.008395538,2.31595056
2018,Kiewit Mining Group,15.06826431,Million tonnes/yr,27.33605327,0.00E+00,0.00E+00,3.088135212,0.110290543,30.42418848
2019,Kiewit Mining Group,1.927435844,Million tonnes/yr,2.319238767,0.00E+00,0.00E+00,0.262002815,0.009357243,2.581241582
2019,Kiewit Mining Group,16.79432674,Million tonnes/yr,30.46738501,0.00E+00,0.00E+00,3.441879614,0.122924272,33.90926463
2020,Kiewit Mining Group,0.905858422,Million tonnes/yr,1.089998391,0.00E+00,0.00E+00,0.123136372,0.004397728,1.213134763
2020,Kiewit Mining Group,7.893016184,Million tonnes/yr,14.31909518,0.00E+00,0.00E+00,1.617618373,0.057772085,15.93671355
2021,Kiewit Mining Group,0.905858422,Million tonnes/yr,1.089998391,0.00E+00,0.00E+00,0.123136372,0.004397728,1.213134763
2021,Kiewit Mining Group,7.893016184,Million tonnes/yr,14.31909518,0.00E+00,0.00E+00,1.617618373,0.057772085,15.93671355
2022,Kiewit Mining Group,1.703002625,Million tonnes/yr,2.049183489,0.00E+00,0.00E+00,0.231494855,0.008267673,2.280678344
2022,Kiewit Mining Group,14.83877278,Million tonnes/yr,26.91972178,0.00E+00,0.00E+00,3.041102529,0.108610805,29.96082431
1946,Kuwait Petroleum Corp.,0.59,Million bbl/yr,0.219142293,0.003494143,0.000839883,0.011802639,0.000421523,0.235278959
1947,Kuwait Petroleum Corp.,3.585,Million bbl/yr,1.331568003,0.021231362,0.005103358,0.071716037,0.002561287,1.42961876
1948,Kuwait Petroleum Corp.,6.58,Million bbl/yr,2.443993713,0.03896858,0.009366833,0.131629435,0.004701051,2.623958561
1949,Kuwait Petroleum Corp.,9.575,Million bbl/yr,3.556419423,0.056705799,0.013630308,0.191542832,0.006840815,3.818298363
1950,Kuwait Petroleum Corp.,12.57,Million bbl/yr,4.668845133,0.074443018,0.017893783,0.25145623,0.00898058,5.012638164
1951,Kuwait Petroleum Corp.,18.11,Million bbl/yr,6.726554126,0.10725243,0.025780144,0.362281012,0.012938608,7.221867712
1952,Kuwait Petroleum Corp.,23.65,Million bbl/yr,8.784263118,0.140061843,0.033666505,0.473105795,0.016896636,9.431097261
1953,Kuwait Petroleum Corp.,29.19,Million bbl/yr,10.84197211,0.172871255,0.041552866,0.583930577,0.020854663,11.64032681
1954,Kuwait Petroleum Corp.,34.73,Million bbl/yr,12.8996811,0.205680668,0.049439228,0.694755359,0.024812691,13.84955636
1955,Kuwait Petroleum Corp.,40.27,Million bbl/yr,14.9573901,0.238490081,0.057325589,0.805580141,0.028770719,16.05878591
1956,Kuwait Petroleum Corp.,44.598,Million bbl/yr,16.56492882,0.264121694,0.06348663,0.892159502,0.031862839,17.78469664
1957,Kuwait Petroleum Corp.,48.926,Million bbl/yr,18.17246754,0.289753307,0.069647672,0.978738863,0.034954959,19.51060738
1958,Kuwait Petroleum Corp.,53.254,Million bbl/yr,19.78000626,0.315384921,0.075808714,1.065318223,0.038047079,21.23651812
1959,Kuwait Petroleum Corp.,57.582,Million bbl/yr,21.38754498,0.341016534,0.081969755,1.151897584,0.041139199,22.96242886
1960,Kuwait Petroleum Corp.,61.685,Million bbl/yr,22.91151249,0.365315635,0.087810502,1.233975938,0.044070569,24.59861457
1961,Kuwait Petroleum Corp.,63.51,Million bbl/yr,23.58936789,0.37612379,0.090408446,1.270484102,0.045374432,25.32638423
1962,Kuwait Petroleum Corp.,71.54,Million bbl/yr,26.57193165,0.423679672,0.101839399,1.431120023,0.051111429,28.52857074
1963,Kuwait Petroleum Corp.,76.65,Million bbl/yr,28.46992677,0.453942505,0.109113642,1.533342882,0.054762246,30.5663258
1964,Kuwait Petroleum Corp.,83.95,Million bbl/yr,31.18134836,0.497175125,0.119505417,1.679375537,0.059977698,33.47740444
1964,Kuwait Petroleum Corp.,0.75,Bcf/yr,0.040075313,6.95533E-05,0.001143498,0.011084541,0.000395876,0.054667793
1965,Kuwait Petroleum Corp.,86.14,Million bbl/yr,31.99477484,0.510144911,0.12262295,1.723185334,0.061542333,34.35072804
1965,Kuwait Petroleum Corp.,0.8,Bcf/yr,0.042747,7.41902E-05,0.001219731,0.01182351,0.000422268,0.058312312
1966,Kuwait Petroleum Corp.,90.52,Million bbl/yr,33.6216278,0.536084483,0.128858015,1.810804927,0.064671605,36.09737523
1966,Kuwait Petroleum Corp.,0.83,Bcf/yr,0.044350013,7.69723E-05,0.001265471,0.012266892,0.000438103,0.060499024
1967,Kuwait Petroleum Corp.,91.25,Million bbl/yr,33.89276996,0.540407744,0.129897193,1.825408192,0.06519315,36.38848309
1967,Kuwait Petroleum Corp.,0.85,Bcf/yr,0.045418688,7.8827E-05,0.001295964,0.01256248,0.00044866,0.061956832
1968,Kuwait Petroleum Corp.,95.265,Million bbl/yr,35.38405184,0.564185685,0.135612669,1.905726153,0.068061648,37.98957635
1968,Kuwait Petroleum Corp.,17.5774,Bcf/yr,0.939226397,0.001630088,0.026799628,0.259783212,0.009277972,1.281223548
1969,Kuwait Petroleum Corp.,101.105,Million bbl/yr,37.55318912,0.598771781,0.14392609,2.022552277,0.07223401,40.31843926
1969,Kuwait Petroleum Corp.,19.1627,Bcf/yr,1.023934921,0.001777105,0.029216677,0.283212976,0.010114749,1.396776683
1970,Kuwait Petroleum Corp.,109.135,Million bbl/yr,40.53575287,0.646327662,0.155357043,2.183188198,0.077971007,43.52062578
1970,Kuwait Petroleum Corp.,20.3782,Bcf/yr,1.088883644,0.001889827,0.031069906,0.301177322,0.010756333,1.485374953
1971,Kuwait Petroleum Corp.,116.8,Million bbl/yr,43.38274555,0.691721913,0.166268407,2.336522486,0.083447232,46.57725836
1971,Kuwait Petroleum Corp.,15.7765,Bcf/yr,0.842997557,0.001463076,0.02405386,0.233167012,0.008327393,1.149955244
1972,Kuwait Petroleum Corp.,194.545,Million bbl/yr,72.25938555,1.152149311,0.276940815,3.891770266,0.138991795,77.58024595
1972,Kuwait Petroleum Corp.,29.5169875,Bcf/yr,1.577203331,0.002737337,0.045003486,0.436243007,0.015580107,2.151504741
1973,Kuwait Petroleum Corp.,358.2475,Million bbl/yr,133.0630149,2.121640805,0.509976379,7.166552564,0.255948306,142.8611846
1973,Kuwait Petroleum Corp.,60.464625,Bcf/yr,3.230851656,0.00560735,0.092188233,0.893630144,0.031915362,4.407290119
1974,Kuwait Petroleum Corp.,744.6,Million bbl/yr,276.5650029,4.409727195,1.059961094,14.89533085,0.531976102,296.930022
1974,Kuwait Petroleum Corp.,149.5152,Bcf/yr,7.989157818,0.013865695,0.227960432,2.209743131,0.078919398,10.89822129
1975,Kuwait Petroleum Corp.,759.2,Million bbl/yr,281.9878461,4.496192434,1.080744645,15.18739616,0.542407006,302.7521793
1975,Kuwait Petroleum Corp.,183.792,Bcf/yr,9.82069578,0.017044446,0.280221033,2.716333253,0.097011902,13.39667063
1976,Kuwait Petroleum Corp.,784.75,Million bbl/yr,291.4778217,4.647506602,1.117115859,15.69851046,0.560661088,312.9409546
1976,Kuwait Petroleum Corp.,197.12,Bcf/yr,10.5328608,0.018280454,0.300541754,2.913312934,0.104046891,14.36815375
1977,Kuwait Petroleum Corp.,719.05,Million bbl/yr,267.0750273,4.258413026,1.02358988,14.38421656,0.51372202,286.7412467
1977,Kuwait Petroleum Corp.,208.84,Bcf/yr,11.15910435,0.01936734,0.318410815,3.08652736,0.11023312,15.22242912
1978,Kuwait Petroleum Corp.,777.45,Million bbl/yr,288.7664001,4.604273983,1.106724084,15.5524778,0.555445636,310.0298759
1978,Kuwait Petroleum Corp.,220.56,Bcf/yr,11.7853479,0.020454226,0.336279876,3.259741785,0.116419349,16.0767045
1979,Kuwait Petroleum Corp.,912.5,Million bbl/yr,338.9276996,5.404077445,1.298971929,18.25408192,0.651931497,363.8848309
1979,Kuwait Petroleum Corp.,232.28,Bcf/yr,12.41159145,0.021541111,0.354148937,3.432956211,0.122605579,16.93097987
1980,Kuwait Petroleum Corp.,639.115,Million bbl/yr,237.3849608,3.785015842,0.909799939,12.78515898,0.456612821,254.8649356
1980,Kuwait Petroleum Corp.,244,Bcf/yr,13.037835,0.022627997,0.372017998,3.606170637,0.128791808,17.78525525
1981,Kuwait Petroleum Corp.,463.2,Million bbl/yr,172.0452717,2.743198545,0.659379504,9.266072052,0.330931145,184.7139218
1981,Kuwait Petroleum Corp.,212.6,Bcf/yr,11.36001525,0.019716034,0.324143551,3.142097858,0.112217781,15.49649699
1982,Kuwait Petroleum Corp.,302.1,Million bbl/yr,112.2082828,1.789119776,0.430048679,6.043351397,0.215833978,120.4708026
1982,Kuwait Petroleum Corp.,148.8,Bcf/yr,7.950942,0.013799369,0.226869993,2.199172913,0.07854189,10.84609009
1983,Kuwait Petroleum Corp.,301.1,Million bbl/yr,111.8368552,1.7831975,0.428625148,6.023346923,0.215119533,120.0720247
1983,Kuwait Petroleum Corp.,153.7,Bcf/yr,8.212767375,0.014253783,0.234340846,2.271591913,0.081128283,11.203253
1984,Kuwait Petroleum Corp.,399.2,Million bbl/yr,148.2739043,2.364172839,0.568273528,7.985785758,0.285206634,159.1921364
1984,Kuwait Petroleum Corp.,179,Bcf/yr,9.56464125,0.016600047,0.272914843,2.645510426,0.094482515,13.04737987
1985,Kuwait Petroleum Corp.,365.3,Million bbl/yr,135.6825081,2.163407661,0.520015831,7.307634112,0.260986933,145.6735657
1985,Kuwait Petroleum Corp.,171,Bcf/yr,9.13717125,0.015858145,0.260717532,2.527275323,0.090259833,12.46425675
1986,Kuwait Petroleum Corp.,441.7,Million bbl/yr,164.059578,2.615869597,0.62877359,8.835975875,0.315570567,176.140197
1986,Kuwait Petroleum Corp.,221.5,Bcf/yr,11.83557563,0.020541399,0.33771306,3.27363441,0.116915515,16.14522147
1987,Kuwait Petroleum Corp.,370.8,Million bbl/yr,137.72536,2.195980182,0.527845251,7.417658715,0.264916383,147.8668442
1987,Kuwait Petroleum Corp.,187,Bcf/yr,9.99211125,0.017341949,0.285112155,2.763745529,0.098705197,13.630503
1988,Kuwait Petroleum Corp.,439.2,Million bbl/yr,163.1310089,2.601063905,0.625214763,8.785964692,0.313784453,175.1432523
1988,Kuwait Petroleum Corp.,230,Bcf/yr,12.2897625,0.021329669,0.350672703,3.399259207,0.121402115,16.76478978
